id,x,y,z,yaw,pitch,roll
126,-303.57,242.178,-12.8474,2.49573,-0.00573233,0.0128378
127,-303.754,242.31,-12.8491,2.49912,-0.00559542,0.0120674
128,-303.918,242.427,-12.8538,2.50329,-0.0051724,0.0114497
129,-304.103,242.553,-12.8564,2.50891,-0.00492441,0.0104213
130,-304.27,242.665,-12.8583,2.51346,-0.00470351,0.0106372
131,-304.444,242.78,-12.8584,2.51828,-0.0051412,0.0112117
132,-304.636,242.898,-12.8479,2.52467,-0.00641044,0.0138289
133,-304.822,243.009,-12.8424,2.53274,-0.00833953,0.0146426
134,-305.009,243.108,-12.8408,2.54216,-0.00971136,0.0142045
135,-305.2,243.206,-12.8388,2.55224,-0.011159,0.0120709
136,-305.391,243.302,-12.8455,2.56314,-0.0122153,0.00913548
137,-305.58,243.395,-12.847,2.57457,-0.0123265,0.00823378
138,-305.771,243.48,-12.8476,2.58601,-0.0122507,0.00786465
139,-305.962,243.563,-12.8444,2.5979,-0.0121697,0.00769874
140,-306.156,243.638,-12.8453,2.61022,-0.0121753,0.00761948
141,-306.366,243.713,-12.8462,2.62349,-0.0123185,0.00794311
142,-306.567,243.785,-12.8486,2.63626,-0.0125604,0.00719213
143,-306.767,243.855,-12.8483,2.6501,-0.0125594,0.00483806
144,-306.97,243.922,-12.8499,2.66579,-0.0140076,0.00415167
145,-307.174,243.975,-12.8469,2.68054,-0.0144159,0.0050334
146,-307.381,244.034,-12.8487,2.69528,-0.0138574,0.0058104
147,-307.591,244.087,-12.8493,2.71127,-0.0136047,0.00665024
148,-307.805,244.132,-12.8417,2.72847,-0.0133667,0.00801772
149,-308.021,244.171,-12.8402,2.74638,-0.0128287,0.00756265
150,-308.237,244.208,-12.8442,2.76577,-0.0119659,0.00652574
151,-308.459,244.238,-12.8423,2.78649,-0.0118367,0.00506834
152,-308.687,244.252,-12.8392,2.80738,-0.0115037,0.00448732
153,-308.924,244.273,-12.8357,2.82895,-0.0116462,0.00424195
154,-309.156,244.288,-12.8336,2.85166,-0.0112277,0.00429903
155,-309.387,244.284,-12.8328,2.87527,-0.0106267,0.00523304
156,-309.625,244.272,-12.8362,2.89872,-0.00951373,0.00490338
157,-309.851,244.269,-12.8373,2.92251,-0.00819472,0.00209181
158,-310.078,244.256,-12.8409,2.94698,-0.00756413,-0.000702073
159,-310.306,244.225,-12.8393,2.97133,-0.00720802,-0.00187898
160,-310.541,244.191,-12.8389,2.99727,-0.00677357,-0.00282667
161,-310.77,244.146,-12.8402,3.02249,-0.00606553,-0.00295028
162,-310.997,244.097,-12.8376,3.04731,-0.00587194,-0.00144105
163,-311.227,244.046,-12.8405,3.07257,-0.0054203,-0.000158886
164,-311.457,243.986,-12.8472,3.09811,-0.00525051,0.000938481
165,-311.694,243.918,-12.8472,3.12431,-0.00536588,0.00131962
166,-311.932,243.843,-12.8464,-3.13253,-0.00514833,0.00210995
167,-312.168,243.764,-12.8492,-3.10579,-0.00334122,0.00170624
168,-312.402,243.669,-12.8552,-3.0791,-0.00240047,0.00159255
169,-312.633,243.569,-12.8555,-3.05181,-0.00223123,0.00213651
170,-312.867,243.46,-12.8595,-3.02405,-0.00282871,0.00332382
171,-313.103,243.349,-12.868,-2.9958,-0.00322667,0.00517593
172,-313.338,243.231,-12.8734,-2.96742,-0.00204537,0.00571477
173,-313.572,243.1,-12.8817,-2.93941,0.000770188,0.00666162
174,-313.802,242.961,-12.8871,-2.91128,0.00312774,0.00814978
175,-314.028,242.818,-12.8996,-2.88214,0.00380615,0.00963485
176,-314.262,242.657,-12.9089,-2.8535,0.00249017,0.011384
177,-314.498,242.495,-12.9141,-2.82562,0.000864262,0.0125943
178,-314.74,242.337,-12.914,-2.7974,-0.000521465,0.010775
179,-314.997,242.154,-12.9184,-2.76702,-0.00233821,0.0117256
180,-315.239,241.964,-12.9276,-2.73934,-0.00302259,0.0153983
181,-315.488,241.765,-12.9303,-2.71159,-0.00256059,0.0186055
182,-315.742,241.557,-12.9358,-2.68301,-0.00154918,0.020081
183,-315.986,241.347,-12.9398,-2.65766,-0.000691577,0.0203493
184,-316.242,241.115,-12.9452,-2.62998,0.000643582,0.0197297
185,-316.494,240.893,-12.952,-2.60475,0.00161651,0.017747
186,-316.738,240.666,-12.9479,-2.58122,0.00229949,0.0151604
187,-316.978,240.433,-12.9435,-2.56044,0.00337326,0.011237
188,-317.226,240.197,-12.9536,-2.54071,0.0041266,0.0088587
189,-317.462,239.967,-12.9609,-2.52217,0.00413209,0.00995551
190,-317.691,239.729,-12.9669,-2.50504,0.00324997,0.0128219
191,-317.915,239.494,-12.9655,-2.48891,0.00160148,0.0155426
192,-318.142,239.252,-12.9638,-2.47129,6.3374E-06,0.0175093
193,-318.374,239.006,-12.9607,-2.45326,-0.000484298,0.0190053
194,-318.592,238.752,-12.9592,-2.43646,-1.57226E-05,0.0194244
195,-318.821,238.499,-12.9601,-2.41908,-0.000179542,0.0187843
196,-319.048,238.246,-12.9704,-2.40204,-0.000999808,0.0177219
197,-319.266,237.988,-12.9761,-2.38603,-0.00279194,0.0175265
198,-319.48,237.718,-12.9866,-2.3706,-0.00462059,0.0178431
199,-319.693,237.457,-12.9998,-2.35671,-0.0073168,0.0192257
200,-319.917,237.173,-12.996,-2.34337,-0.0114893,0.0201391
201,-320.163,236.879,-12.987,-2.33137,-0.0174653,0.0189953
id,x,y,z,yaw,pitch,roll,
id,x,y,z,yaw,pitch,roll,
id,x,y,z,yaw,pitch,roll,
