id,x,y,z,yaw,pitch,roll
63,1798.13,866.832,0,0.0346579,-0.0240861,-0.0221404
64,1798.65,866.846,0,0.0357799,-0.0269318,-0.0224882
65,1798.91,866.848,0,0.0356047,-0.0268376,-0.0220764
66,1799.37,866.863,0,0.035449,-0.019009,-0.0214978
67,1799.77,866.874,0,0.0367599,-0.0191907,-0.021829
68,1800.21,866.887,0,0.0359391,-0.0201344,-0.0218128
69,1800.68,866.911,0,0.0356268,-0.0228896,-0.0207697
70,1801.15,866.925,0,0.0367063,-0.0206678,-0.0209873
71,1801.59,866.938,0,0.0378557,-0.0173177,-0.0217705
72,1802.04,866.949,0,0.0382403,-0.0106868,-0.0212873
73,1802.42,866.958,0,0.0378629,-0.0110739,-0.0225729
74,1802.84,866.97,0,0.0383271,-0.0117365,-0.0231231
75,1803.27,866.979,0,0.0384871,-0.0130899,-0.0220424
76,1803.65,866.986,0,0.039303,-0.0148736,-0.0220603
77,1804.11,866.997,0,0.0402428,-0.0142057,-0.0213183
78,1804.49,867.001,0,0.0400854,-0.015566,-0.0215094
79,1805.03,867.012,0,0.0421443,-0.0109883,-0.0212112
80,1805.31,867.028,0,0.0415399,-0.0105684,-0.0208527
81,1805.7,867.041,0,0.0414016,-0.0120477,-0.0199247
82,1806.13,867.058,0,0.0416417,-0.0123958,-0.0208978
83,1806.56,867.087,0,0.0411575,-0.0136961,-0.0212525
84,1807.02,867.105,0,0.0418077,-0.0156857,-0.0206255
85,1807.47,867.124,0,0.0417821,-0.0162097,-0.0206159
86,1807.92,867.14,0,0.0417317,-0.0159742,-0.0205723
87,1808.43,867.152,0,0.0437216,-0.015307,-0.0205284
88,1808.8,867.168,0,0.043314,-0.0154145,-0.0208891
89,1809.18,867.189,0,0.0425035,-0.0161745,-0.0207753
90,1809.53,867.208,0,0.0430055,-0.0172943,-0.0206154
91,1810.08,867.226,0,0.043183,-0.0144666,-0.0207432
92,1810.48,867.255,0,0.0429261,-0.0172999,-0.0198822
93,1810.79,867.279,0,0.0431598,-0.0202418,-0.0194133
94,1811.31,867.301,0,0.0428174,-0.0233154,-0.0192388
95,1811.77,867.321,0,0.0433149,-0.0257542,-0.0193654
96,1812.07,867.342,0,0.0432207,-0.0270627,-0.0194799
97,1812.6,867.339,0,0.0462597,-0.0190571,-0.0176878
98,1813.05,867.363,0,0.0468405,-0.0212888,-0.0173993
99,1813.46,867.381,0,0.0466074,-0.0196843,-0.0173722
100,1813.97,867.397,0,0.0475015,-0.0185711,-0.0186313
101,1814.39,867.419,0,0.0462892,-0.0186376,-0.0191712
102,1814.79,867.434,0,0.0463751,-0.019587,-0.0198699
103,1815.2,867.451,0,0.0447254,-0.0191948,-0.0206957
104,1815.61,867.462,0,0.045328,-0.0196027,-0.0215439
105,1816.01,867.48,0,0.0442622,-0.0217458,-0.0214408
106,1816.49,867.501,0,0.0441709,-0.0235919,-0.0205777
107,1817.05,867.505,0,0.0450201,-0.0256946,-0.019208
108,1817.44,867.514,0,0.0444047,-0.0295147,-0.0179893
109,1817.79,867.529,0,0.0439406,-0.0305537,-0.0177455
110,1818.24,867.541,0,0.0437069,-0.0321626,-0.0176863
111,1818.66,867.56,0,0.0421385,-0.0310721,-0.0171937
112,1819.12,867.584,0,0.0424126,-0.0264839,-0.0113872
113,1819.57,867.585,0,0.0430219,-0.0258519,-0.0117171
114,1819.99,867.591,0,0.0417443,-0.0278146,-0.0124267
115,1820.43,867.602,0,0.0414706,-0.0297853,-0.0120899
116,1820.87,867.641,0,0.0391508,-0.0291319,-0.0114121
117,1821.25,867.671,0,0.0370228,-0.028271,-0.0108662
118,1821.63,867.68,0,0.0357509,-0.0305095,-0.0103285
119,1821.99,867.69,0,0.0346953,-0.0320004,-0.0104193
120,1822.5,867.704,0,0.0340568,-0.0319498,-0.012678
121,1823.01,867.711,0,0.0336427,-0.0338492,-0.0122427
122,1823.42,867.715,0,0.0329472,-0.0359887,-0.0119388
123,1823.87,867.726,0,0.0322992,-0.0379389,-0.0116304
124,1824.26,867.737,0,0.0313183,-0.0393345,-0.0115713
125,1824.68,867.747,0,0.0293247,-0.0400832,-0.0112398
126,1825.11,867.781,0,0.0296238,-0.0306708,-0.00584277
127,1825.54,867.795,0,0.0288449,-0.0315464,-0.0053432
128,1825.95,867.791,0,0.0277955,-0.0310154,-0.00615548
129,1826.36,867.793,0,0.0277104,-0.0230655,-0.00708552
130,1826.77,867.808,0,0.0266128,-0.0243676,-0.00653244
131,1827.2,867.801,0,0.026205,-0.0240824,-0.00789466
132,1827.58,867.801,0,0.0251723,-0.0249807,-0.00909288
133,1827.96,867.804,0,0.0242772,-0.0263197,-0.00851873
134,1828.3,867.804,0,0.0229502,-0.0279194,-0.00703483
135,1828.7,867.803,0,0.0220977,-0.0309418,-0.00668235
136,1829.16,867.831,0,0.021069,-0.0272172,-0.00749464
137,1829.55,867.853,0,0.0196422,-0.0265536,-0.00711311
138,1829.9,867.853,0,0.0184849,-0.0289468,-0.0069972
139,1830.24,867.867,0,0.0176577,-0.0294293,-0.00663599
140,1830.7,867.867,0,0.0171722,-0.0302902,-0.0061615
141,1831.14,867.865,0,0.0163166,-0.0301354,-0.00668512
142,1831.46,867.865,0,0.0151087,-0.0326287,-0.00570539
143,1831.94,867.87,0,0.0134815,-0.0383377,-0.00485471
144,1832.34,867.873,0,0.0123195,-0.0389869,-0.00616119
145,1832.76,867.882,0,0.01195,-0.0401459,-0.00735145
146,1833.14,867.894,0,0.011099,-0.0378874,-0.00472032
147,1833.55,867.874,0,0.0111409,-0.0327235,-0.00795025
148,1833.95,867.86,0,0.0111707,-0.0266215,-0.00793122
149,1834.37,867.864,0,0.0107167,-0.02751,-0.00584631
150,1834.84,867.857,0,0.00988958,-0.0295966,-0.00571224
151,1835.17,867.854,0,0.00919603,-0.029681,-0.00236838
152,1835.59,867.863,0,0.00883317,-0.0319745,-0.0069488
153,1835.98,867.883,0,0.00855814,-0.030094,-0.00835552
154,1836.36,867.903,0,0.00757119,-0.0343062,-0.00819603
155,1836.74,867.913,0,0.00678386,-0.0358561,-0.0074558
156,1837.2,867.894,0,0.0103066,-0.0385333,-0.00749043
157,1837.61,867.903,0,0.00961945,-0.0393538,-0.00708054
158,1838.03,867.911,0,0.00917953,-0.036562,-0.00706077
159,1838.38,867.923,0,0.00701871,-0.0337026,-0.00901903
160,1838.81,867.927,0,0.00750727,-0.0335427,-0.0105702
161,1839.21,867.925,0,0.00738876,-0.0351698,-0.0115419
162,1839.67,867.924,0,0.00783625,-0.0314333,-0.0142964
163,1840.09,867.939,0,0.00744979,-0.0347896,-0.0145883
164,1840.54,867.927,0,0.00790327,-0.0366401,-0.0141974
165,1840.97,867.922,0,0.0091274,-0.0351613,-0.0117582
166,1841.33,867.924,0,0.00854498,-0.035797,-0.0112497
167,1841.79,867.93,0,0.00930099,-0.0363079,-0.011094
168,1842.14,867.924,0,0.00777642,-0.038336,-0.0118796
169,1842.61,867.934,0,0.00914959,-0.0399238,-0.0117879
170,1843,867.923,0,0.00807364,-0.0409919,-0.012028
171,1843.39,867.91,0,0.00763034,-0.040757,-0.0128666
172,1843.84,867.914,0,0.00774219,-0.0416553,-0.0131097
173,1844.35,867.907,0,0.0119975,-0.0269884,-0.015797
174,1844.73,867.909,0,0.0095891,-0.0290765,-0.0150834
175,1845.17,867.916,0,0.00969678,-0.0279987,-0.0139318
176,1845.51,867.911,0,0.00797449,-0.0285941,-0.0148159
177,1846.05,867.903,0,0.0105186,-0.0280459,-0.0154809
178,1846.46,867.914,0,0.0108768,-0.02854,-0.0156986
179,1846.92,867.902,0,0.0113474,-0.0281439,-0.0162438
180,1847.31,867.904,0,0.0109031,-0.028288,-0.0168453
181,1847.76,867.918,0,0.0112581,-0.0287266,-0.0160626
182,1848.23,867.897,0,0.0114725,-0.0300178,-0.0158091
183,1848.65,867.909,0,0.0112813,-0.0286186,-0.0147648
184,1849.08,867.909,0,0.0121016,-0.029817,-0.0141808
185,1849.54,867.924,0,0.0114172,-0.0307381,-0.0142429
186,1849.94,867.928,0,0.0125281,-0.02985,-0.0146715
187,1850.34,867.921,0,0.0124468,-0.0336528,-0.0165916
188,1850.82,867.92,0,0.0135426,-0.0321132,-0.0161644
189,1851.23,867.922,0,0.014489,-0.0318825,-0.016867
190,1851.7,867.961,0,0.0196704,-0.0198644,-0.0107126
191,1852.09,867.961,0,0.0197548,-0.0198726,-0.0139487
192,1852.49,867.965,0,0.0205488,-0.0217948,-0.0132362
193,1852.84,867.965,0,0.0207952,-0.0244945,-0.0158671
194,1853.3,868.003,0,0.0229323,-0.0212053,-0.0075944
195,1853.67,867.997,0,0.0233744,-0.0239643,-0.0084156
196,1854.08,868.012,0,0.0261749,-0.0252466,-0.00928882
197,1854.43,868.015,0,0.0263809,-0.0261957,-0.00972864
198,1854.85,868.016,0,0.027935,-0.0272277,-0.0105786
199,1855.23,868.028,0,0.0281954,-0.0295447,-0.0118286
200,1855.58,868.023,0,0.0303191,-0.0299626,-0.0143237
201,1855.94,868.023,0,0.0310425,-0.0308809,-0.0152429
202,1856.34,868.039,0,0.0323852,-0.030477,-0.0155433
203,1856.67,868.036,0,0.0323798,-0.0312811,-0.0164309
204,1857.02,868.048,0,0.0346658,-0.0305109,-0.0163125
205,1857.37,868.057,0,0.0352572,-0.0330652,-0.0148924
206,1857.69,868.048,0,0.0363261,-0.0353353,-0.015502
207,1858.07,868.062,0,0.0377339,-0.0339555,-0.0157885
208,1858.41,868.081,0,0.0389543,-0.0356704,-0.015813
209,1858.75,868.08,0,0.0403575,-0.0324215,-0.0155206
210,1859.07,868.095,0,0.0424085,-0.0310818,-0.0178136
211,1859.38,868.105,0,0.0418233,-0.0293077,-0.017779
212,1859.73,868.139,0,0.042187,-0.0270821,-0.0182455
213,1860,868.142,0,0.0421388,-0.0273101,-0.0184786
214,1860.33,868.162,0,0.0428495,-0.0284095,-0.0175709
215,1860.68,868.18,0,0.0433582,-0.0333256,-0.0182126
216,1861,868.201,0,0.0443126,-0.0336636,-0.0176402
217,1861.33,868.2,0,0.0453527,-0.0353064,-0.0174085
218,1861.64,868.215,0,0.0459959,-0.0333056,-0.0177935
219,1861.97,868.249,0,0.0478871,-0.0333275,-0.0175927
220,1862.26,868.274,0,0.0486209,-0.0262498,-0.0179813
221,1862.57,868.281,0,0.0508674,-0.0250042,-0.0162478
222,1862.85,868.293,0,0.0515905,-0.0274106,-0.0166609
223,1863.18,868.288,0,0.0519742,-0.0281294,-0.0155016
224,1863.48,868.323,0,0.0515389,-0.0263606,-0.0121354
225,1863.77,868.346,0,0.0516612,-0.0252375,-0.0118663
226,1864.1,868.364,0,0.0521367,-0.0257365,-0.0145575
227,1864.44,868.367,0,0.0526831,-0.026992,-0.0168188
228,1864.74,868.405,0,0.053647,-0.0287608,-0.0171168
229,1865.08,868.4,0,0.0541504,-0.0290021,-0.0158553
230,1865.44,868.432,0,0.0544153,-0.0296975,-0.013596
231,1865.74,868.447,0,0.0556511,-0.0311972,-0.013502
232,1866.06,868.463,0,0.0562171,-0.032557,-0.01387
233,1866.32,868.487,0,0.0566783,-0.0346967,-0.0143212
234,1866.63,868.475,0,0.056758,-0.0360429,-0.0137955
235,1866.97,868.489,0,0.0571288,-0.035947,-0.0141777
236,1867.38,868.517,0,0.0610426,-0.0354649,-0.0161321
237,1867.66,868.57,0,0.0553497,-0.0403739,-0.0167561
238,1867.96,868.59,0,0.0559673,-0.0405982,-0.0169768
239,1868.32,868.596,0,0.0569411,-0.0411742,-0.0174317
240,1868.73,868.621,0,0.054288,-0.0455447,-0.0187733
241,1869.07,868.646,0,0.0532343,-0.0480548,-0.0186639
242,1869.36,868.685,0,0.0543235,-0.0482668,-0.0181881
243,1869.81,868.705,0,0.0566418,-0.0242298,-0.0151518
244,1870.09,868.722,0,0.056012,-0.0224309,-0.0134568
245,1870.54,868.707,0,0.0537098,-0.0247403,-0.0129525
246,1870.89,868.743,0,0.0534062,-0.0230584,-0.0119864
247,1871.23,868.758,0,0.0531689,-0.0185706,-0.00901503
248,1871.56,868.79,0,0.0518972,-0.0186861,-0.00932536
249,1871.94,868.799,0,0.0501392,-0.0144273,-0.00521798
250,1872.18,868.892,0,0.0544773,-0.0165209,-0.00658941
251,1872.5,868.918,0,0.0537788,-0.0182615,-0.00684936
252,1872.93,868.908,0,0.0528172,-0.0195102,-0.0103449
253,1873.38,868.896,0,0.0498691,-0.020792,-0.00861169
254,1873.78,868.956,0,0.049192,-0.0204254,-0.00930613
255,1874.18,868.913,0,0.0457632,-0.0174657,-0.0172872
256,1874.46,869.004,0,0.0462781,-0.0094184,-0.0167707
257,1874.81,869.055,0,0.0453567,-0.0101194,-0.0163919
258,1875.28,869.083,0,0.0412019,-0.00994591,-0.018128
259,1875.62,869.068,0,0.0414003,-0.0097683,-0.0158041
260,1875.98,869.057,0,0.0385982,-0.00885425,-0.017022
261,1876.5,869.079,0,0.034733,-0.0118041,-0.0190532
262,1876.88,869.091,0,0.0343988,-0.0120465,-0.0186695
263,1877.26,869.094,0,0.0340609,-0.0136214,-0.0202006
264,1877.77,869.089,0,0.0314263,-0.0146996,-0.0215638
265,1878.13,869.086,0,0.0305301,-0.0157058,-0.0219422
266,1878.56,869.102,0,0.0293314,-0.0149736,-0.0188584
267,1878.91,869.162,0,0.0285258,-0.0127748,-0.0159332
268,1879.36,869.054,0,0.0264791,-0.0121502,-0.0133294
269,1879.75,869.143,0,0.0263134,-0.0139428,-0.0143077
270,1879.91,869.163,0,0.0281058,-0.0142128,-0.0128023
271,1880.69,869.121,0,0.0219502,-0.0149127,-0.0144439
272,1881.11,869.162,0,0.0190187,-0.010817,-0.0119209
273,1881.48,869.179,0,0.0160451,-0.0122104,-0.0136854
274,1881.86,869.21,0,0.0191498,-0.00831021,-0.0175937
275,1882.31,869.151,0,0.0149664,-0.00272486,-0.0196879
276,1882.64,869.232,0,0.0196343,6.7587E-05,-0.0183681
277,1883.18,869.199,0,0.0153044,-0.00492407,-0.0188719
278,1883.53,869.249,0,0.0175182,-0.00284052,-0.017571
279,1884,869.208,0,0.0159334,-0.000502553,-0.0173879
280,1884.44,869.213,0,0.0159855,0.000420116,-0.0145226
281,1884.82,869.225,0,0.0156422,-0.000572176,-0.0156696
282,1885.23,869.248,0,0.0159501,-0.00122447,-0.0150717
283,1885.7,869.269,0,0.0166579,-0.00381151,-0.0117666
284,1886.2,869.306,0,0.0165363,-0.002217,-0.00422699
285,1886.77,869.325,0,0.0141175,-0.00608358,0.00145397
286,1887.27,869.37,0,0.0146039,-0.00823832,0.00427879
287,1887.62,869.365,0,0.0136549,-0.00736701,0.0106379
288,1888.05,869.334,0,0.0112326,-0.0111665,0.0108
289,1888.3,869.367,0,0.0121445,-0.0122605,0.0106424
290,1888.72,869.359,0,0.0107842,-0.0153023,0.013656
291,1889.12,869.332,0,0.0110149,-0.0161714,0.0132418
292,1889.52,869.307,0,0.0102114,-0.0162723,0.00484835
293,1889.97,869.34,0,0.0120726,-0.0203136,0.00331425
294,1890.44,869.352,0,0.0115715,-0.0216205,0.0056608
295,1890.92,869.327,0,0.00897912,-0.0128433,0.00786411
296,1891.28,869.341,0,0.00968911,-0.0126868,0.00689651
297,1891.66,869.313,0,0.011516,-0.0140219,1.47204E-05
298,1892.06,869.299,0,0.00963894,-0.0161494,0.000232613
299,1892.51,869.292,0,0.0117196,-0.0185853,-0.00508959
300,1892.86,869.273,0,0.0107625,-0.0188679,-0.00568538
301,1893.29,869.282,0,0.00949031,-0.0139407,-0.00388897
302,1893.84,869.205,0,0.0108985,-0.0122903,-0.0100014
303,1894.18,869.234,0,0.0125518,-0.0111616,-0.00900402
304,1894.53,869.246,0,0.0118901,-0.0138758,-0.0120077
305,1894.91,869.275,0,0.0133313,-0.0207607,-0.0154006
306,1895.28,869.343,0,0.0160425,-0.0221766,-0.0182484
307,1895.81,869.243,0,0.0158361,-0.0188552,-0.0319561
308,1896.22,869.245,0,0.0146828,-0.0214349,-0.0319344
309,1896.67,869.206,0,0.0126792,-0.0253938,-0.0328752
310,1897.2,869.161,0,0.0126937,-0.0228424,-0.0293073
311,1897.54,869.25,0,0.013766,-0.0235531,-0.0265114
312,1898.38,869.26,0,0.0134179,-0.0259242,-0.0280947
313,1898.78,869.269,0,0.0146706,-0.0262478,-0.0309567
314,1899.18,869.281,0,0.0139987,-0.0266511,-0.0290457
315,1899.59,869.316,0,0.015246,-0.0270703,-0.0299029
316,1900.01,869.346,0,0.0154882,-0.0282272,-0.0289815
317,1900.43,869.353,0,0.0147206,-0.031354,-0.0281202
318,1900.89,869.343,0,0.0147369,-0.0311523,-0.0259925
319,1901.3,869.364,0,0.0143669,-0.0317193,-0.0232471
320,1901.75,869.313,0,0.0119865,-0.0316659,-0.0229168
321,1902.22,869.32,0,0.0129142,-0.0315922,-0.0234462
322,1902.63,869.347,0,0.0130104,-0.0317632,-0.0219934
323,1903.08,869.347,0,0.0112527,-0.0297198,-0.0187026
324,1903.51,869.4,0,0.0130951,-0.0287,-0.0171125
325,1904,869.413,0,0.0142564,-0.0269342,-0.0170551
326,1904.35,869.364,0,0.0133232,-0.0135323,-0.0212264
327,1904.8,869.361,0,0.0139026,-0.016615,-0.0225221
328,1905.26,869.344,0,0.0134585,-0.0188174,-0.023363
329,1905.68,869.327,0,0.0124986,-0.0180618,-0.0256521
330,1906.12,869.336,0,0.0124398,-0.0199677,-0.0249855
331,1906.59,869.347,0,0.0133944,-0.0221728,-0.0239599
332,1907.03,869.339,0,0.0126924,-0.0213674,-0.0252387
333,1907.44,869.374,0,0.0133608,-0.023568,-0.0249438
334,1907.91,869.38,0,0.0140072,-0.0278847,-0.0239861
335,1908.38,869.376,0,0.0141084,-0.0285911,-0.0261893
336,1908.8,869.4,0,0.0139783,-0.0293351,-0.0229216
337,1909.19,869.358,0,0.0148271,-0.026783,-0.0313497
338,1909.67,869.359,0,0.0156931,-0.0278507,-0.0311047
339,1910.11,869.344,0,0.015649,-0.0292868,-0.0290351
340,1910.57,869.421,0,0.0160522,-0.0307482,-0.0240011
341,1911.03,869.443,0,0.0162651,-0.030071,-0.0175655
342,1911.45,869.462,0,0.0164015,-0.0299287,-0.0164261
343,1911.91,869.471,0,0.0172763,-0.0313185,-0.0156805
344,1912.35,869.469,0,0.0178848,-0.0328401,-0.0160224
345,1912.8,869.522,0,0.0199191,-0.0333966,-0.0112971
346,1913.23,869.519,0,0.0198421,-0.0349086,-0.0136651
347,1913.67,869.532,0,0.0206693,-0.0354344,-0.0154653
348,1914.09,869.482,0,0.020645,-0.0280307,-0.0233116
349,1914.53,869.523,0,0.0220037,-0.0274139,-0.019439
350,1915,869.556,0,0.0230768,-0.0304863,-0.017599
351,1915.39,869.574,0,0.0225147,-0.0297548,-0.0152958
352,1915.85,869.621,0,0.0241475,-0.0279354,-0.0174253
353,1916.32,869.594,0,0.0239559,-0.0316878,-0.0177195
354,1916.76,869.641,0,0.0238987,-0.0314978,-0.0181264
355,1917.23,869.658,0,0.0251865,-0.0334057,-0.0152311
356,1917.64,869.675,0,0.025971,-0.0356521,-0.0119724
357,1918.07,869.682,0,0.026425,-0.0394311,-0.00917504
358,1918.56,869.71,0,0.0270959,-0.0426613,-0.00577496
359,1918.99,869.727,0,0.0273533,-0.0430761,-0.00675821
360,1919.38,869.677,0,0.0273265,-0.036485,-0.0128413
361,1919.85,869.689,0,0.0281479,-0.0394133,-0.0130315
362,1920.26,869.715,0,0.0296189,-0.0323645,-0.0174346
363,1920.72,869.755,0,0.0297956,-0.028285,-0.0173027
364,1921.04,869.733,0,0.029473,-0.025143,-0.0212771
365,1921.52,869.787,0,0.0292208,-0.0220061,-0.025569
366,1921.98,869.777,0,0.0303567,-0.0227453,-0.0271706
367,1922.43,869.793,0,0.0308709,-0.0223326,-0.027497
368,1922.86,869.804,0,0.0301947,-0.0213318,-0.0292585
369,1923.35,869.797,0,0.0308768,-0.0253723,-0.0267208
370,1923.85,869.806,0,0.0332106,-0.0298277,-0.0221306
371,1924.26,869.851,0,0.03427,-0.0323302,-0.0209737
372,1924.66,869.864,0,0.0339422,-0.0328696,-0.0207651
373,1925.12,869.82,0,0.0344748,-0.0421953,-0.0117683
374,1925.65,869.911,0,0.0336522,-0.0437005,-0.00832074
375,1926.07,869.977,0,0.033692,-0.0498466,-0.00763316
376,1926.53,869.956,0,0.0345816,-0.0486893,-0.00941264
377,1926.9,869.967,0,0.0357263,-0.0348328,-0.0105734
378,1927.26,869.992,0,0.0382727,-0.0360724,-0.00877206
379,1927.8,870.046,0,0.0379688,-0.0365105,-0.00246177
380,1928.23,870.037,0,0.0404758,-0.0378776,-0.00208574
381,1928.69,870.034,0,0.0416258,-0.0398116,-0.000327991
382,1929.15,870.132,0,0.0400418,-0.039687,0.00470278
383,1929.62,870.142,0,0.041087,-0.0423008,0.00643843
384,1930.1,870.14,0,0.04075,-0.0436836,0.00646607
385,1930.49,870.181,0,0.0419138,-0.0436825,0.00675458
386,1930.95,870.145,0,0.0398685,-0.0449874,0.00552973
387,1931.34,870.228,0,0.0429137,-0.044653,0.00537964
388,1931.83,870.224,0,0.0422763,-0.0452344,0.00514602
389,1932.28,870.233,0,0.0425607,-0.0450509,0.00498487
390,1932.73,870.21,0,0.0429528,-0.0440699,0.00406067
391,1933.16,870.255,0,0.0423239,-0.0434294,0.00355783
392,1933.6,870.24,0,0.0405602,-0.0418324,0.00360577
393,1934.1,870.257,0,0.0399841,-0.0431083,0.00362843
394,1934.48,870.295,0,0.039633,-0.0428261,0.00169289
395,1934.92,870.246,0,0.0393924,-0.0343019,-0.0016595
396,1935.32,870.29,0,0.0388274,-0.0366503,-0.000754191
